job_id,job_title,company,location,work_mode,experience,employment_type,skills,salary_lpa,date_posted,month_posted
561,BI Analyst,HCL Technologies,Bangalore,Hybrid,Mid (3-5 yrs),Internship,"SQL, Python, Git, Power BI",9.1,2024-08-11,2024-08
562,Business Analyst,Capgemini,Delhi,Hybrid,Mid (3-5 yrs),Internship,"NumPy, Machine Learning, Power BI",7.7,2024-04-27,2024-04
563,SQL Developer,HDFC Bank,Hyderabad,On-site,Senior (5+ yrs),Contract,"SQL, Python",17.5,2024-04-15,2024-04
564,Senior Data Analyst,Zomato,Noida,Remote,Senior (5+ yrs),Contract,"NumPy, Statistics, Machine Learning, Pandas, Power BI",22.7,2024-03-16,2024-03
565,Python Developer,Accenture,Hyderabad,Remote,Junior (1-3 yrs),Contract,"Python, Excel, Pandas, Git, Tableau",7.4,2024-06-19,2024-06
566,Data Scientist,TCS,Chennai,On-site,Mid (3-5 yrs),Contract,"Tableau, Git, Statistics, Python",12.5,2024-10-14,2024-10
567,Data Analyst,Flipkart,Mumbai,On-site,Junior (1-3 yrs),Internship,"Python, SQL, Pandas, Git, NumPy",5.7,2024-10-15,2024-10
568,SQL Developer,Google India,Gurgaon,Remote,Junior (1-3 yrs),Full-time,"Statistics, Git, Excel, NumPy, Pandas",5.3,2024-11-20,2024-11
569,BI Analyst,Google India,Pune,Hybrid,Mid (3-5 yrs),Internship,"Statistics, Tableau",11.5,2024-12-01,2024-12
570,Data Scientist,HCL Technologies,Hyderabad,On-site,Fresher (0-1 yr),Internship,"Statistics, Machine Learning, Python",2.8,2024-03-01,2024-03
571,Data Scientist,IBM India,Pune,Remote,Senior (5+ yrs),Full-time,"NumPy, Python, Statistics, Git",24.1,2024-03-14,2024-03
572,Data Analyst,Swiggy,Noida,Hybrid,Fresher (0-1 yr),Full-time,"Machine Learning, Excel",3.2,2024-02-05,2024-02
573,Data Scientist,Microsoft India,Chennai,On-site,Mid (3-5 yrs),Full-time,"Python, Tableau",9.7,2024-07-11,2024-07
574,Data Scientist,Google India,Hyderabad,On-site,Junior (1-3 yrs),Full-time,"Statistics, Machine Learning, NumPy",7.8,2024-06-15,2024-06
575,BI Analyst,Wipro,Gurgaon,On-site,Senior (5+ yrs),Internship,"Python, Tableau, SQL",15.2,2024-03-10,2024-03
576,BI Analyst,HDFC Bank,Hyderabad,Remote,Junior (1-3 yrs),Full-time,"Machine Learning, Excel, Power BI, Tableau",7.8,2024-09-15,2024-09
577,Data Analyst,Infosys,Gurgaon,Remote,Mid (3-5 yrs),Internship,"Python, Git, Statistics",8.9,2024-11-13,2024-11
578,SQL Developer,IBM India,Mumbai,On-site,Junior (1-3 yrs),Internship,"Tableau, SQL",5.6,2024-03-24,2024-03
579,Data Scientist,Microsoft India,Pune,Remote,Mid (3-5 yrs),Internship,"Tableau, Statistics, Git, SQL",11.6,2024-04-15,2024-04
580,SQL Developer,Infosys,Chennai,Remote,Fresher (0-1 yr),Internship,"Python, Git, Excel, Power BI, Tableau",4.7,2024-07-18,2024-07
581,Senior Data Analyst,Wipro,Bangalore,Remote,Senior (5+ yrs),Internship,"Pandas, NumPy",22.8,2024-03-27,2024-03
582,Data Analyst,HCL Technologies,Gurgaon,Hybrid,Junior (1-3 yrs),Contract,"Power BI, Python",7.0,2024-12-12,2024-12
583,Business Analyst,Wipro,Mumbai,Remote,Junior (1-3 yrs),Full-time,"Pandas, Python, Tableau, Power BI, Git",6.8,2024-04-27,2024-04
584,BI Analyst,HCL Technologies,Mumbai,Remote,Senior (5+ yrs),Full-time,"Git, Excel, SQL",19.6,2024-03-09,2024-03
585,Business Analyst,Amazon India,Pune,Remote,Fresher (0-1 yr),Internship,"Machine Learning, Statistics, Python, Power BI",4.1,2024-01-28,2024-01
586,SQL Developer,Microsoft India,Noida,Hybrid,Fresher (0-1 yr),Internship,"Statistics, Pandas, Python, Machine Learning, SQL",2.6,2024-09-15,2024-09
587,SQL Developer,Infosys,Noida,On-site,Mid (3-5 yrs),Full-time,"Power BI, NumPy",13.7,2024-04-06,2024-04
588,SQL Developer,Flipkart,Hyderabad,Remote,Fresher (0-1 yr),Full-time,"NumPy, Python, Pandas, Git, Excel",3.1,2024-06-27,2024-06
589,Data Analyst,Swiggy,Pune,On-site,Senior (5+ yrs),Full-time,"Git, SQL, Machine Learning, Python, NumPy",16.9,2024-12-03,2024-12
590,Junior Data Analyst,TCS,Gurgaon,On-site,Mid (3-5 yrs),Internship,"SQL, Git, Python, Tableau, Statistics",9.1,2024-02-20,2024-02
591,BI Analyst,Capgemini,Bangalore,Hybrid,Senior (5+ yrs),Contract,"Git, SQL, Pandas, Statistics, NumPy",22.2,2024-06-19,2024-06
592,Business Analyst,HCL Technologies,Hyderabad,On-site,Fresher (0-1 yr),Internship,"Git, Excel, Tableau",3.4,2024-10-15,2024-10
593,Junior Data Analyst,Capgemini,Chennai,On-site,Fresher (0-1 yr),Full-time,"Git, NumPy, Pandas, Excel",4.0,2024-03-05,2024-03
594,Python Developer,Flipkart,Delhi,Hybrid,Mid (3-5 yrs),Full-time,"Python, Power BI, Git",10.0,2024-04-21,2024-04
595,Business Analyst,Wipro,Delhi,On-site,Senior (5+ yrs),Internship,"Git, Pandas, Machine Learning, Tableau, Excel",17.4,2024-08-26,2024-08
596,Data Analyst,ICICI Bank,Pune,On-site,Junior (1-3 yrs),Internship,"Statistics, Power BI, Machine Learning",5.9,2024-06-26,2024-06
597,BI Analyst,IBM India,Noida,On-site,Fresher (0-1 yr),Contract,"SQL, Pandas",2.6,2024-05-15,2024-05
598,Business Analyst,Zomato,Bangalore,On-site,Junior (1-3 yrs),Full-time,"Excel, Power BI, Tableau, Pandas",4.7,2024-04-06,2024-04
599,Business Analyst,Infosys,Chennai,Hybrid,Fresher (0-1 yr),Full-time,"NumPy, SQL, Pandas",4.8,2024-04-12,2024-04
600,SQL Developer,Cognizant,Noida,Remote,Fresher (0-1 yr),Full-time,"Excel, Power BI, Machine Learning",3.8,2024-06-20,2024-06
601,BI Analyst,Capgemini,Bangalore,Remote,Junior (1-3 yrs),Internship,"Excel, Pandas, Power BI, Python",6.5,2024-03-28,2024-03
602,Python Developer,IBM India,Hyderabad,Hybrid,Fresher (0-1 yr),Full-time,"Machine Learning, Pandas, Statistics, Tableau, Power BI",2.9,2024-09-23,2024-09
603,Python Developer,ICICI Bank,Gurgaon,Hybrid,Senior (5+ yrs),Internship,"Power BI, Git",23.6,2024-04-13,2024-04
604,Business Analyst,Flipkart,Noida,Hybrid,Junior (1-3 yrs),Contract,"Machine Learning, SQL, Excel, NumPy",4.3,2024-06-08,2024-06
605,Data Analyst,HDFC Bank,Delhi,Hybrid,Senior (5+ yrs),Contract,"NumPy, Pandas, Statistics, Excel, Git",17.0,2024-04-09,2024-04
606,Senior Data Analyst,Zomato,Hyderabad,Hybrid,Fresher (0-1 yr),Contract,"SQL, Git, Machine Learning",3.4,2024-06-07,2024-06
607,SQL Developer,Amazon India,Mumbai,Remote,Mid (3-5 yrs),Full-time,"Machine Learning, Tableau, Python",12.4,2024-06-26,2024-06
608,BI Analyst,Google India,Bangalore,Hybrid,Junior (1-3 yrs),Contract,"Power BI, Git, Statistics",4.9,2024-09-25,2024-09
609,Python Developer,HDFC Bank,Delhi,On-site,Mid (3-5 yrs),Full-time,"NumPy, Power BI, Statistics, Machine Learning, Tableau",7.2,2024-03-10,2024-03
610,Data Analyst,ICICI Bank,Delhi,Hybrid,Junior (1-3 yrs),Contract,"NumPy, Machine Learning, Tableau, Excel, Statistics",4.1,2024-03-05,2024-03
611,SQL Developer,Google India,Noida,On-site,Senior (5+ yrs),Full-time,"Power BI, Statistics, SQL, Excel, Tableau",24.5,2024-05-03,2024-05
612,Junior Data Analyst,HCL Technologies,Chennai,On-site,Senior (5+ yrs),Full-time,"Power BI, SQL, NumPy",15.7,2024-11-17,2024-11
613,Senior Data Analyst,HDFC Bank,Bangalore,Hybrid,Fresher (0-1 yr),Full-time,"NumPy, Git, Excel, Python",2.8,2024-12-03,2024-12
614,BI Analyst,IBM India,Chennai,On-site,Mid (3-5 yrs),Contract,"Excel, Tableau, Power BI, Machine Learning, Pandas",11.8,2024-01-05,2024-01
615,Python Developer,Wipro,Noida,Remote,Junior (1-3 yrs),Internship,"Git, Statistics, Machine Learning, Power BI",6.3,2024-05-21,2024-05
616,Python Developer,Zomato,Mumbai,Hybrid,Junior (1-3 yrs),Contract,"Excel, NumPy, Statistics",5.5,2024-12-19,2024-12
617,Senior Data Analyst,Google India,Bangalore,On-site,Junior (1-3 yrs),Contract,"SQL, Power BI, Statistics, Machine Learning",8.0,2024-06-03,2024-06
618,Senior Data Analyst,Swiggy,Noida,Hybrid,Junior (1-3 yrs),Contract,"Machine Learning, Python, Statistics",4.1,2024-11-24,2024-11
619,Python Developer,Google India,Delhi,Remote,Senior (5+ yrs),Full-time,"Python, Git, Tableau, Machine Learning, Pandas",23.9,2024-12-15,2024-12
620,Python Developer,HDFC Bank,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Excel, Statistics, Tableau, NumPy, SQL",6.0,2024-02-06,2024-02
621,Data Scientist,HCL Technologies,Noida,On-site,Fresher (0-1 yr),Internship,"Tableau, Excel",3.6,2024-12-02,2024-12
622,Business Analyst,HDFC Bank,Bangalore,Remote,Fresher (0-1 yr),Contract,"Statistics, Python, Machine Learning, Git",4.4,2024-04-12,2024-04
623,Business Analyst,IBM India,Hyderabad,On-site,Senior (5+ yrs),Full-time,"Pandas, Power BI",20.8,2024-02-26,2024-02
624,Junior Data Analyst,Cognizant,Bangalore,Hybrid,Fresher (0-1 yr),Contract,"Machine Learning, Power BI, Git, Tableau",3.5,2024-04-07,2024-04
625,Senior Data Analyst,Zomato,Delhi,On-site,Fresher (0-1 yr),Contract,"Python, NumPy, Power BI, Statistics",3.1,2024-05-21,2024-05
626,SQL Developer,TCS,Hyderabad,On-site,Senior (5+ yrs),Contract,"SQL, Machine Learning, Excel, Statistics, Python",19.8,2024-12-13,2024-12
627,Junior Data Analyst,Swiggy,Chennai,Remote,Mid (3-5 yrs),Internship,"SQL, Pandas, Python, Tableau, NumPy",10.1,2024-12-08,2024-12
628,Data Analyst,Capgemini,Bangalore,Remote,Fresher (0-1 yr),Contract,"NumPy, Power BI, SQL",2.6,2024-05-07,2024-05
629,Junior Data Analyst,Google India,Pune,Remote,Fresher (0-1 yr),Full-time,"Pandas, Excel, Tableau, Machine Learning, Git",3.7,2024-07-21,2024-07
630,Data Scientist,Infosys,Pune,Remote,Mid (3-5 yrs),Contract,"Power BI, Machine Learning, Python",13.3,2024-04-26,2024-04
631,Business Analyst,Google India,Delhi,On-site,Senior (5+ yrs),Internship,"SQL, Statistics",12.9,2024-11-05,2024-11
632,Business Analyst,Accenture,Hyderabad,On-site,Junior (1-3 yrs),Full-time,"NumPy, Statistics",5.2,2024-04-14,2024-04
633,Junior Data Analyst,Capgemini,Mumbai,Hybrid,Senior (5+ yrs),Internship,"Tableau, Statistics, SQL",24.4,2024-07-06,2024-07
634,Python Developer,HDFC Bank,Noida,Remote,Senior (5+ yrs),Full-time,"Python, NumPy, Machine Learning, Statistics, Git",21.9,2024-10-18,2024-10
635,Junior Data Analyst,Cognizant,Mumbai,Hybrid,Senior (5+ yrs),Contract,"Tableau, NumPy, Statistics, Python, Excel",13.8,2024-03-07,2024-03
636,Data Analyst,Infosys,Delhi,Hybrid,Senior (5+ yrs),Contract,"Pandas, NumPy, Statistics, Excel, Git",24.8,2024-01-04,2024-01
637,BI Analyst,Cognizant,Pune,Hybrid,Mid (3-5 yrs),Internship,"Machine Learning, Statistics, Pandas, Git",7.4,2024-07-24,2024-07
638,Business Analyst,Capgemini,Gurgaon,On-site,Mid (3-5 yrs),Internship,"Excel, Tableau",11.2,2024-03-09,2024-03
639,Business Analyst,Cognizant,Bangalore,On-site,Fresher (0-1 yr),Internship,"NumPy, SQL, Power BI, Statistics, Machine Learning",4.6,2024-05-17,2024-05
640,BI Analyst,Flipkart,Noida,Remote,Fresher (0-1 yr),Full-time,"Excel, Tableau, Power BI, Pandas",3.5,2024-03-27,2024-03
641,Python Developer,Infosys,Hyderabad,On-site,Senior (5+ yrs),Internship,"Tableau, NumPy, Excel, SQL, Statistics",14.4,2024-08-06,2024-08
642,Senior Data Analyst,HDFC Bank,Pune,On-site,Junior (1-3 yrs),Full-time,"Power BI, Tableau, NumPy",5.8,2024-02-28,2024-02
643,Junior Data Analyst,Wipro,Mumbai,On-site,Senior (5+ yrs),Full-time,"SQL, Pandas, Python, Tableau",15.1,2024-02-01,2024-02
644,Data Analyst,Amazon India,Bangalore,Remote,Fresher (0-1 yr),Full-time,"Machine Learning, Python, NumPy",4.0,2024-05-16,2024-05
645,Python Developer,Swiggy,Noida,Hybrid,Mid (3-5 yrs),Internship,"Pandas, Power BI, Git, Statistics",9.8,2024-06-28,2024-06
646,SQL Developer,HCL Technologies,Bangalore,Hybrid,Senior (5+ yrs),Internship,"Python, SQL, Tableau",24.4,2024-04-12,2024-04
647,Python Developer,ICICI Bank,Noida,Remote,Junior (1-3 yrs),Full-time,"Python, Pandas, Git, NumPy",6.9,2024-04-20,2024-04
648,Python Developer,Google India,Hyderabad,Hybrid,Senior (5+ yrs),Contract,"NumPy, Tableau",19.9,2024-09-19,2024-09
649,Data Analyst,Accenture,Gurgaon,On-site,Mid (3-5 yrs),Internship,"Excel, Statistics, SQL, Power BI, Pandas",10.8,2024-03-25,2024-03
650,Senior Data Analyst,HCL Technologies,Noida,Remote,Fresher (0-1 yr),Full-time,"NumPy, Tableau, Power BI, Pandas",3.1,2024-11-04,2024-11
651,Junior Data Analyst,ICICI Bank,Hyderabad,Remote,Mid (3-5 yrs),Full-time,"Pandas, NumPy",13.4,2024-12-13,2024-12
652,BI Analyst,Capgemini,Pune,Hybrid,Fresher (0-1 yr),Contract,"SQL, Git",3.4,2024-04-24,2024-04
653,Senior Data Analyst,Zomato,Chennai,Hybrid,Senior (5+ yrs),Internship,"Tableau, Python",19.7,2024-07-14,2024-07
654,SQL Developer,Zomato,Chennai,Remote,Junior (1-3 yrs),Full-time,"Python, Machine Learning, Statistics, Excel, SQL",7.3,2024-04-16,2024-04
655,Python Developer,Accenture,Mumbai,On-site,Fresher (0-1 yr),Internship,"Tableau, Machine Learning, SQL, Excel",5.0,2024-08-21,2024-08
656,Business Analyst,ICICI Bank,Mumbai,Remote,Senior (5+ yrs),Full-time,"Excel, Power BI, Machine Learning, Pandas",21.6,2024-03-28,2024-03
657,Python Developer,Google India,Mumbai,Remote,Junior (1-3 yrs),Full-time,"Pandas, NumPy, Statistics, Excel, Power BI",5.6,2024-05-10,2024-05
658,Business Analyst,Google India,Hyderabad,On-site,Mid (3-5 yrs),Internship,"Tableau, Statistics",11.6,2024-08-23,2024-08
659,Python Developer,Flipkart,Chennai,On-site,Junior (1-3 yrs),Internship,"Python, Pandas, SQL",6.7,2024-03-13,2024-03
660,BI Analyst,Cognizant,Bangalore,On-site,Mid (3-5 yrs),Contract,"Python, SQL, Pandas",11.2,2024-11-24,2024-11
661,BI Analyst,Capgemini,Bangalore,On-site,Junior (1-3 yrs),Contract,"Tableau, Excel, NumPy, Statistics, Pandas",8.0,2024-02-25,2024-02
662,Python Developer,Google India,Mumbai,Remote,Senior (5+ yrs),Contract,"SQL, Git",13.1,2024-11-17,2024-11
663,Business Analyst,Infosys,Gurgaon,Hybrid,Fresher (0-1 yr),Internship,"NumPy, Statistics, Git",3.2,2024-06-03,2024-06
664,Junior Data Analyst,Google India,Bangalore,Hybrid,Senior (5+ yrs),Full-time,"Power BI, SQL",14.3,2024-03-01,2024-03
665,Python Developer,Swiggy,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Excel, SQL, Tableau",6.0,2024-02-17,2024-02
666,Data Scientist,Zomato,Chennai,Hybrid,Fresher (0-1 yr),Full-time,"Python, Machine Learning, Tableau, Pandas",3.8,2024-08-23,2024-08
667,SQL Developer,Zomato,Pune,Remote,Fresher (0-1 yr),Internship,"Power BI, Python",3.0,2024-04-05,2024-04
668,Business Analyst,Zomato,Mumbai,On-site,Senior (5+ yrs),Full-time,"Tableau, NumPy, Excel, Power BI",17.9,2024-11-14,2024-11
669,Junior Data Analyst,IBM India,Hyderabad,Remote,Mid (3-5 yrs),Internship,"Pandas, Machine Learning, Excel",9.9,2024-07-13,2024-07
670,Data Analyst,Capgemini,Hyderabad,Hybrid,Fresher (0-1 yr),Internship,"Machine Learning, NumPy",2.7,2024-06-11,2024-06
671,Data Scientist,Accenture,Pune,Hybrid,Fresher (0-1 yr),Full-time,"Power BI, NumPy, SQL, Machine Learning, Python",2.9,2024-05-19,2024-05
672,Python Developer,HCL Technologies,Delhi,Remote,Mid (3-5 yrs),Internship,"Git, SQL, Python, Machine Learning",9.2,2024-03-12,2024-03
673,BI Analyst,ICICI Bank,Chennai,Hybrid,Fresher (0-1 yr),Internship,"Excel, Git, NumPy",3.9,2024-12-21,2024-12
674,SQL Developer,Capgemini,Noida,Remote,Senior (5+ yrs),Full-time,"Pandas, Statistics, Tableau, Excel, Power BI",18.8,2024-04-10,2024-04
675,Senior Data Analyst,Flipkart,Noida,Hybrid,Fresher (0-1 yr),Internship,"SQL, Power BI",4.9,2024-01-03,2024-01
676,Data Scientist,ICICI Bank,Bangalore,Hybrid,Junior (1-3 yrs),Contract,"Machine Learning, Git, SQL, Power BI, Python",6.5,2024-12-01,2024-12
677,BI Analyst,Zomato,Pune,Remote,Fresher (0-1 yr),Internship,"Excel, Machine Learning, Power BI, SQL, Python",3.4,2024-06-02,2024-06
678,BI Analyst,ICICI Bank,Noida,On-site,Mid (3-5 yrs),Full-time,"Power BI, Machine Learning, SQL, Excel",9.1,2024-04-01,2024-04
679,BI Analyst,IBM India,Mumbai,Remote,Fresher (0-1 yr),Contract,"Python, Pandas, Git, Tableau, Power BI",3.3,2024-01-12,2024-01
680,Junior Data Analyst,Google India,Delhi,On-site,Fresher (0-1 yr),Contract,"Power BI, SQL, Excel, Git, Python",3.7,2024-11-09,2024-11
681,Business Analyst,ICICI Bank,Noida,Hybrid,Mid (3-5 yrs),Contract,"Excel, Machine Learning, Tableau, Python, Power BI",11.6,2024-03-12,2024-03
682,BI Analyst,Infosys,Delhi,Remote,Junior (1-3 yrs),Full-time,"Tableau, Python, Excel",5.6,2024-01-06,2024-01
683,Business Analyst,ICICI Bank,Mumbai,On-site,Senior (5+ yrs),Contract,"Excel, Pandas, NumPy, Tableau, Machine Learning",24.0,2024-07-05,2024-07
684,Senior Data Analyst,HCL Technologies,Bangalore,On-site,Junior (1-3 yrs),Contract,"Power BI, Python",6.7,2024-10-24,2024-10
685,Data Analyst,Microsoft India,Gurgaon,Hybrid,Mid (3-5 yrs),Contract,"NumPy, Power BI",11.3,2024-03-08,2024-03
686,Data Scientist,HCL Technologies,Mumbai,Remote,Junior (1-3 yrs),Internship,"Power BI, Statistics, SQL, Pandas, NumPy",6.0,2024-10-21,2024-10
687,Junior Data Analyst,Capgemini,Hyderabad,On-site,Senior (5+ yrs),Full-time,"Power BI, Excel, NumPy, Python",20.0,2024-01-13,2024-01
688,BI Analyst,Flipkart,Pune,On-site,Mid (3-5 yrs),Contract,"Python, Machine Learning, NumPy, Pandas, Git",9.1,2024-05-12,2024-05
689,BI Analyst,Capgemini,Delhi,On-site,Junior (1-3 yrs),Full-time,"Python, Pandas",4.8,2024-10-04,2024-10
690,BI Analyst,Cognizant,Mumbai,Hybrid,Mid (3-5 yrs),Contract,"SQL, Git, Python, Pandas",10.9,2024-06-12,2024-06
691,SQL Developer,Zomato,Pune,Remote,Mid (3-5 yrs),Full-time,"SQL, Git, Excel, Pandas, NumPy",10.3,2024-11-27,2024-11
692,Business Analyst,IBM India,Gurgaon,On-site,Fresher (0-1 yr),Internship,"Tableau, Statistics, Power BI, Git",3.7,2024-04-14,2024-04
693,Data Scientist,Zomato,Delhi,Hybrid,Fresher (0-1 yr),Contract,"Statistics, NumPy",3.8,2024-01-06,2024-01
694,Data Scientist,Accenture,Mumbai,On-site,Fresher (0-1 yr),Internship,"NumPy, Statistics, SQL",2.9,2024-07-18,2024-07
695,BI Analyst,Google India,Mumbai,On-site,Junior (1-3 yrs),Full-time,"Git, Power BI, Python",7.5,2024-08-17,2024-08
696,Data Scientist,Flipkart,Pune,Hybrid,Mid (3-5 yrs),Internship,"Excel, Power BI",7.3,2024-01-21,2024-01
697,Junior Data Analyst,Amazon India,Chennai,Hybrid,Fresher (0-1 yr),Internship,"Power BI, Machine Learning, SQL",2.5,2024-10-12,2024-10
698,SQL Developer,Wipro,Mumbai,Remote,Junior (1-3 yrs),Contract,"Pandas, Python, Machine Learning, NumPy",5.4,2024-05-06,2024-05
699,Data Scientist,Infosys,Hyderabad,Remote,Senior (5+ yrs),Internship,"Git, Machine Learning, Power BI, NumPy",17.7,2024-04-19,2024-04
700,BI Analyst,Accenture,Gurgaon,On-site,Senior (5+ yrs),Contract,"Statistics, SQL, Git",14.4,2024-03-07,2024-03
701,Python Developer,Cognizant,Mumbai,On-site,Mid (3-5 yrs),Full-time,"NumPy, Power BI, SQL",8.0,2024-08-21,2024-08
702,BI Analyst,HCL Technologies,Chennai,Remote,Fresher (0-1 yr),Internship,"NumPy, Git",2.6,2024-11-02,2024-11
703,Junior Data Analyst,Capgemini,Hyderabad,Hybrid,Junior (1-3 yrs),Internship,"Python, SQL",6.2,2024-12-03,2024-12
704,Business Analyst,Accenture,Gurgaon,Remote,Senior (5+ yrs),Full-time,"Pandas, Statistics, Excel, SQL",12.7,2024-11-18,2024-11
705,Senior Data Analyst,Infosys,Bangalore,On-site,Mid (3-5 yrs),Full-time,"Excel, Python, Power BI, Machine Learning, SQL",10.0,2024-11-10,2024-11
706,Business Analyst,Google India,Hyderabad,Hybrid,Junior (1-3 yrs),Full-time,"SQL, Tableau, Pandas",4.3,2024-06-03,2024-06
707,Data Analyst,Accenture,Chennai,Hybrid,Mid (3-5 yrs),Internship,"NumPy, Excel, Tableau",11.4,2024-02-09,2024-02
708,Python Developer,Zomato,Mumbai,Remote,Fresher (0-1 yr),Full-time,"Excel, Pandas, Git",3.5,2024-08-27,2024-08
709,Senior Data Analyst,HCL Technologies,Noida,Remote,Mid (3-5 yrs),Full-time,"Pandas, Excel",8.3,2024-06-16,2024-06
710,BI Analyst,ICICI Bank,Noida,Remote,Mid (3-5 yrs),Full-time,"NumPy, Git, Statistics",10.8,2024-09-27,2024-09
711,Business Analyst,Google India,Hyderabad,Remote,Senior (5+ yrs),Internship,"SQL, Power BI, Pandas",12.0,2024-01-12,2024-01
712,Python Developer,Accenture,Hyderabad,On-site,Mid (3-5 yrs),Contract,"Tableau, Statistics, Excel",12.8,2024-07-08,2024-07
713,Business Analyst,Capgemini,Bangalore,Remote,Junior (1-3 yrs),Full-time,"NumPy, Python, Git",5.5,2024-11-19,2024-11
714,Senior Data Analyst,ICICI Bank,Chennai,On-site,Junior (1-3 yrs),Contract,"SQL, Power BI, Git",4.0,2024-07-05,2024-07
715,Junior Data Analyst,ICICI Bank,Chennai,Remote,Mid (3-5 yrs),Contract,"Pandas, Statistics, Python, Excel, Machine Learning",8.1,2024-01-20,2024-01
716,Junior Data Analyst,Cognizant,Bangalore,Hybrid,Senior (5+ yrs),Internship,"Machine Learning, Tableau, Git, Pandas, SQL",17.5,2024-02-17,2024-02
717,BI Analyst,Accenture,Pune,Hybrid,Fresher (0-1 yr),Full-time,"Excel, Machine Learning, SQL, NumPy, Pandas",3.7,2024-11-13,2024-11
718,BI Analyst,Cognizant,Bangalore,Hybrid,Senior (5+ yrs),Full-time,"SQL, Git, Machine Learning, Excel",19.8,2024-01-08,2024-01
719,Data Scientist,Cognizant,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Tableau, Power BI",6.2,2024-01-08,2024-01
720,Data Scientist,Wipro,Bangalore,Remote,Senior (5+ yrs),Full-time,"Pandas, SQL",18.3,2024-06-25,2024-06
721,Data Scientist,Google India,Pune,Hybrid,Senior (5+ yrs),Internship,"Excel, SQL, Pandas, Power BI",23.7,2024-09-26,2024-09
722,Junior Data Analyst,Infosys,Noida,Hybrid,Fresher (0-1 yr),Contract,"Excel, Statistics, SQL",4.7,2024-12-08,2024-12
723,Business Analyst,Accenture,Chennai,Remote,Mid (3-5 yrs),Contract,"Pandas, Tableau, Git",11.4,2024-01-23,2024-01
724,BI Analyst,Capgemini,Pune,Remote,Fresher (0-1 yr),Full-time,"SQL, Python, Excel, NumPy, Statistics",3.9,2024-02-16,2024-02
725,Senior Data Analyst,HDFC Bank,Delhi,On-site,Mid (3-5 yrs),Full-time,"Tableau, Pandas",9.5,2024-12-25,2024-12
726,Python Developer,Amazon India,Gurgaon,Hybrid,Senior (5+ yrs),Internship,"SQL, Statistics, Python",16.7,2024-07-28,2024-07
727,Junior Data Analyst,HDFC Bank,Delhi,Remote,Mid (3-5 yrs),Contract,"NumPy, Machine Learning",10.2,2024-11-02,2024-11
728,Data Analyst,Capgemini,Bangalore,On-site,Fresher (0-1 yr),Contract,"Excel, NumPy, SQL, Statistics, Power BI",4.7,2024-06-15,2024-06
729,Python Developer,HDFC Bank,Hyderabad,On-site,Junior (1-3 yrs),Internship,"NumPy, Git",4.8,2024-06-11,2024-06
730,Python Developer,IBM India,Gurgaon,On-site,Mid (3-5 yrs),Contract,"Machine Learning, Excel",13.6,2024-04-11,2024-04
731,Data Analyst,Google India,Bangalore,Hybrid,Senior (5+ yrs),Contract,"Python, Power BI, Git",24.4,2024-05-09,2024-05
732,Junior Data Analyst,Wipro,Chennai,On-site,Mid (3-5 yrs),Contract,"Tableau, Statistics",13.1,2024-11-09,2024-11
733,Junior Data Analyst,TCS,Hyderabad,Hybrid,Mid (3-5 yrs),Contract,"Power BI, Pandas, NumPy",10.4,2024-03-23,2024-03
734,BI Analyst,Zomato,Noida,On-site,Junior (1-3 yrs),Full-time,"Pandas, Git, Python",4.6,2024-03-16,2024-03
735,SQL Developer,HCL Technologies,Noida,Hybrid,Fresher (0-1 yr),Contract,"Statistics, SQL, Python",3.0,2024-07-23,2024-07
736,Junior Data Analyst,Google India,Pune,Hybrid,Junior (1-3 yrs),Full-time,"Pandas, Git",4.1,2024-09-27,2024-09
737,Senior Data Analyst,ICICI Bank,Gurgaon,Hybrid,Senior (5+ yrs),Contract,"Machine Learning, NumPy, Pandas, Python",24.0,2024-06-06,2024-06
738,Junior Data Analyst,Microsoft India,Noida,Hybrid,Senior (5+ yrs),Internship,"Git, SQL, Machine Learning, NumPy",22.9,2024-01-20,2024-01
739,BI Analyst,HCL Technologies,Gurgaon,Remote,Fresher (0-1 yr),Internship,"Machine Learning, Python, Tableau, NumPy, Power BI",3.0,2024-09-13,2024-09
740,Senior Data Analyst,IBM India,Gurgaon,On-site,Mid (3-5 yrs),Contract,"NumPy, Python, Pandas, Git, SQL",10.6,2024-11-09,2024-11
741,Data Scientist,Microsoft India,Pune,On-site,Senior (5+ yrs),Full-time,"Python, Excel",22.3,2024-09-27,2024-09
742,SQL Developer,Swiggy,Chennai,Remote,Senior (5+ yrs),Full-time,"Power BI, NumPy, Python, Machine Learning, Tableau",17.6,2024-07-24,2024-07
743,Junior Data Analyst,Google India,Delhi,Remote,Junior (1-3 yrs),Contract,"SQL, Excel, Git",6.5,2024-11-09,2024-11
744,Junior Data Analyst,Swiggy,Pune,On-site,Fresher (0-1 yr),Full-time,"Python, Excel, Git, Tableau, Pandas",3.9,2024-10-13,2024-10
745,Data Analyst,Accenture,Gurgaon,Remote,Mid (3-5 yrs),Full-time,"Power BI, Tableau, Git",10.7,2024-07-25,2024-07
746,Data Scientist,TCS,Mumbai,On-site,Junior (1-3 yrs),Internship,"Git, SQL",4.4,2024-02-04,2024-02
